REP_AGEN,Longitude,Latitude,OBJECTID,MSRI_CODE,MSRI_DESCR,COMMENT,Date,TOWN_ID,ROUTE_DES,ROUTE,BEGIN_MM,END_MM,LRS_CODE,TOWN,LOCATION
FW,-72.44296781,43.26380947,1075,Moose,NULL,NULL,2/8/93,-9999,NULL,-9999,-9999,-9999,NULL,BARTON,1.8 S of Barton Exit I-91
AOT,-72.44310073,43.56199851,998,Mink,Mink,NULL,5/2/05,1409,VT 12,12,3,3,V012-1409,HARTLAND,NULL
AOT,-72.44403604,43.57624066,887,Mink,Mink,NULL,3/25/05,1409,VT 12,12,4,4,V012-1409,HARTLAND,NULL
FW,-72.44411953,44.3014469,2797,Moose,NULL,NULL,6/29/88,-9999,NULL,-9999,-9999,-9999,NULL,NORTON,NORTHERN NORTON POND
FW,-72.44458858,43.75081316,2270,Moose,NULL,NULL,9/17/91,-9999,NULL,-9999,-9999,-9999,NULL,VICTORY,8 MI N OF N CONCORD ON VICTORY RD
FW,-72.44525991,43.7671901,2267,Moose,NULL,NULL,4/14/02,-9999,NULL,-9999,-9999,-9999,NULL,VERNON,MM 3/70 southbound I-91
FW,-72.4455915,44.31722299,2109,Moose,NULL,NULL,6/4/02,-9999,NULL,-9999,-9999,-9999,NULL,BRATTLEBORO,"I-91, exit 2 sb off-ramp"
AOT,-72.44567792,43.12913006,586,Other,Other,fisher cat. male,2/1/04,1314,US 5,5,0.36,0.36,U005-1314,ROCKINGHAM,NULL
FW,-72.4462669,43.78247106,2268,Moose,NULL,NULL,9/21/00,-9999,NULL,-9999,-9999,-9999,NULL,GUILFORD,I-91 SB MM 0/25
FW,-72.44629033,43.7542064,2639,Moose,NULL,NULL,7/9/96,-9999,NULL,-9999,-9999,-9999,NULL,BRUNSWICK,Opposite Notch Pd. Rd. Rt 105
FW,-72.44635573,43.7823252,2690,Moose,NULL,NULL,6/1/95,-9999,NULL,-9999,-9999,-9999,NULL,CONCORD,U.S. Highway 2 .3m East Town Highway 68.
FW,-72.44664785,43.78296429,1250,Moose,NULL,NULL,5/13/98,-9999,NULL,-9999,-9999,-9999,NULL,MIDDLESEX,I 89 mm 60/25
FW,-72.44701927,43.75555683,2269,Moose,NULL,NULL,1/22/91,-9999,NULL,-9999,-9999,-9999,NULL,VICTORY,VICTORY RD 2.5 MI W OF GALLUP MILLS
FW,-72.44730431,43.76453922,2276,Moose,NULL,NULL,5/16/92,-9999,NULL,-9999,-9999,-9999,NULL,WARREN'S GOR,1/2 MI S OF JCT RT 114/BILL SLADYK RD-W OF RR TRACK
FW,-72.44745403,44.67422959,1144,Moose,NULL,NULL,8/25/84,-9999,NULL,-9999,-9999,-9999,NULL,MORGAN,RT 114 UNDERPASS
FW,-72.44756476,43.24502078,2277,Moose,NULL,NULL,6/5/02,-9999,NULL,-9999,-9999,-9999,NULL,WATERBURY,Rt. 100 Jct Blush Hill and I-89
AOT,-72.44849608,44.27417693,942,Deer RK AD,"Deer, RoadKill, Adult Doe",NULL,3/25/05,1214,US 2,2,0.08,0.08,U002-1214,PLAINFIELD,NULL
AOT,-72.44868436,43.58872015,201,Other,Other,Skunk,9/26/05,1409,VT 12,12,5,5,V012-1409,HARTLAND,NULL
AOT,-72.44868436,43.58872015,737,Mink,Mink,NULL,5/3/05,1409,VT 12,12,5,5,V012-1409,HARTLAND,NULL
AOT,-72.44868436,43.58872015,980,Mink,Mink,NULL,3/28/05,1409,VT 12,12,5,5,V012-1409,HARTLAND,NULL
AOT,-72.44875075,43.59030982,140,Other,Other,Coon,8/3/05,1409,VT 12,12,5.1,5.1,V012-1409,HARTLAND,NULL
AOT,-72.44875075,43.59030982,195,Deer RK AB,"Deer, RoadKill, Adult Buck",NULL,6/5/05,1409,VT 12,12,5.1,5.1,V012-1409,HARTLAND,NULL
AOT,-72.44887926,43.46728895,66,Other,Other,Gray squirrel,11/9/04,1423,VT 44,44,0.2,0.2,V044-1423,WINDSOR,NULL
AOT,-72.44902631,43.59188735,256,Other,Other,porcupine,9/12/05,1409,VT 12,12,5.2,5.2,V012-1409,HARTLAND,NULL
AOT,-72.44902631,43.59188735,733,Deer RK AB,"Deer, RoadKill, Adult Buck",NULL,6/25/05,1409,VT 12,12,5.2,5.2,V012-1409,HARTLAND,NULL
AOT,-72.44933021,43.58375843,376,Other,Other,Coon,10/6/04,1409,VT 12,12,4.6,4.6,V012-1409,HARTLAND,NULL
AOT,-72.44978216,44.78487924,2018,Other,Other,Female Bobcat found on pavement; Southbound side of the highway (edge of the slow lane),7/26/04,1404,I 89,89,26.25,26.25,I089-1404,BETHEL,NULL
AOT,-72.44978778,44.78510773,2021,Deer RK AD,"Deer, RoadKill, Adult Doe",Deer dead,11/28/05,1210,I 89,89,57,57,I089-1210,MIDDLESEX,NULL
FW,-72.44986241,44.78486947,2398,Moose,NULL,NULL,9/1/99,-9999,NULL,-9999,-9999,-9999,NULL,GROTON,ROUTE 302 W. GROTON
FW,-72.44990025,44.78436833,1200,Moose,NULL,NULL,6/20/94,-9999,NULL,-9999,-9999,-9999,NULL,KILLINGTON,RT 4 SHERBURNE PASS
AOT,-72.4500943,44.78367684,2019,Turtle,Turtle,NULL,9/27/04,605,VT 36,36,4,4,V036-0605,FAIRFIELD,NULL
AOT,-72.45009795,44.97040249,2011,Other,Other,"dead porcupine, I-91, Rockingham area",4/21/04,1420,I 91,91,51,51,I091-1420,WEATHERSFIEL,NULL
FW,-72.45045492,44.78058287,1202,Moose,NULL,NULL,7/17/88,-9999,NULL,-9999,-9999,-9999,NULL,KILLINGTON,JCT RT 4 & SPRING HILL RD.
FW,-72.45061722,43.41000767,1080,Moose,NULL,NULL,9/11/96,-9999,NULL,-9999,-9999,-9999,NULL,CHARLESTON,Hudson Rd .24 miles east of 5A TH-1
AOT,-72.45188793,43.60745531,469,Beaver,Beaver,NULL,10/11/05,1409,VT 12,12,6.3,6.3,V012-1409,HARTLAND,NULL
AOT,-72.45195981,43.60600351,53,Deer RK FB,"Deer, RoadKill, Fawn Buck",NULL,8/2/05,1409,VT 12,12,6.2,6.2,V012-1409,HARTLAND,NULL
FW,-72.452239,43.78638896,2273,Moose,NULL,NULL,7/3/03,-9999,NULL,-9999,-9999,-9999,NULL,WARREN'S GOR,Rt 114 near Morgan Town Line
FW,-72.45230246,44.38209684,2108,Moose,NULL,NULL,5/30/02,-9999,NULL,-9999,-9999,-9999,NULL,NEWBURY,I-91 MM 102 SB
FW,-72.45239942,43.22669146,2211,Moose,NULL,NULL,4/21/02,-9999,NULL,-9999,-9999,-9999,NULL,LYNDON,I-91 EXIT 24
FW,-72.45252031,43.78618449,2272,Moose,NULL,NULL,8/10/03,-9999,NULL,-9999,-9999,-9999,NULL,WALDEN,Walden Rte. 15 0.5 mi. E of 215
AOT,-72.45264159,43.60313972,878,Deer RK FD,"Deer, RoadKill, Fawn Doe",fawn,8/3/05,1409,VT 12,12,6,6,V012-1409,HARTLAND,NULL
AOT,-72.45264159,43.60313972,974,Other,Other,porcupine,5/5/05,1409,VT 12,12,6,6,V012-1409,HARTLAND,NULL
AOT,-72.4529465,43.61017014,399,Other,Other,fisher-cat,4/21/04,1409,VT 12,12,6.5,6.5,V012-1409,HARTLAND,NULL
AOT,-72.45302871,43.59733837,142,Other,Other,pourpine,6/27/05,1409,VT 12,12,5.6,5.6,V012-1409,HARTLAND,NULL
FW,-72.45399047,44.67293608,1143,Moose,NULL,NULL,7/23/84,-9999,NULL,-9999,-9999,-9999,NULL,MORGAN,RT 114 - UNDERPASS
FW,-72.45547387,43.61410065,1002,Moose,NULL,NULL,1/13/96,-9999,NULL,-9999,-9999,-9999,NULL,ELMORE,rt 12 1 mi N of Worcester line
FW,-72.45559226,43.78629121,2637,Moose,NULL,NULL,9/19/95,-9999,NULL,-9999,-9999,-9999,NULL,BRUNSWICK,RT 105 BRUNSWICK - NORTON POND RD.
FW,-72.45560457,43.7862842,2271,Moose,NULL,NULL,11/16/02,-9999,NULL,-9999,-9999,-9999,NULL,WAITSFIELD,953 Res. 1622 North Rd
AOT,-72.45604659,44.54526617,608,Other,Other,Fox. Dead in road.,6/7/04,810,VT 15,15,4.42,4.42,V015-0810,WOLCOTT,NULL
AOT,-72.45608786,44.75647322,2020,Other,Other,Fisher cat dead,4/23/04,1210,I 89,89,55.85,55.85,I089-1210,MIDDLESEX,NULL
FW,-72.4561689,43.21803239,2720,Moose,NULL,NULL,6/28/93,-9999,NULL,-9999,-9999,-9999,NULL,FERDINAND,Rt. 105  300 yards East of RR crossing
FW,-72.45701447,43.19591247,2722,Moose,NULL,NULL,7/10/91,-9999,NULL,-9999,-9999,-9999,NULL,FERDINAND,JUST E OF WENLOCK CROSSING
AOT,-72.45706464,43.618297,141,Other,Other,Skunk,8/20/04,1409,VT 12,12,7.1,7.1,V012-1409,HARTLAND,NULL
FW,-72.4572589,43.19527192,2837,Moose,NULL,NULL,7/2/99,-9999,NULL,-9999,-9999,-9999,NULL,WARREN'S GOR,"RT 114, 1/2 WAY BETWEEN NORTON ACCESS & HURRINCANE"
FW,-72.45729289,44.54652574,1907,Bear,NULL,NULL,7/19/94,-9999,NULL,-9999,-9999,-9999,NULL,EAST MONTPEL,RT214 BY POWER STATION
FW,-72.45732179,44.77193697,2399,Moose,NULL,NULL,9/1/99,-9999,NULL,-9999,-9999,-9999,NULL,GROTON,ROUTE 302 W. GROTON
FW,-72.45847042,43.06788887,1284,Moose,NULL,NULL,10/29/97,-9999,NULL,-9999,-9999,-9999,NULL,WATERBURY,Across from Bolton Dam
FW,-72.4591499,44.85331358,1283,Moose,NULL,NULL,7/26/92,-9999,NULL,-9999,-9999,-9999,NULL,WATERBURY,I 89 MM 60/75
FW,-72.4592318,43.09173965,2218,Moose,NULL,NULL,5/29/02,-9999,NULL,-9999,-9999,-9999,NULL,MONTPELIER,I-89 Exit 8 NB
FW,-72.45973832,44.16816257,2096,Moose,NULL,NULL,9/11/03,-9999,NULL,-9999,-9999,-9999,NULL,BANTON,I 91 N of Banton Exit SB mn157
FW,-72.46066062,43.18990662,2721,Moose,NULL,NULL,8/13/83,-9999,NULL,-9999,-9999,-9999,NULL,FERDINAND,WENLOCK WOODS AREA
FW,-72.46186401,43.08270936,2215,Moose,NULL,NULL,7/18/03,-9999,NULL,-9999,-9999,-9999,NULL,MILTON,"Interstate 89, N of Exit 17"
FW,-72.46384505,43.17758225,1073,Moose,NULL,NULL,9/24/01,-9999,NULL,-9999,-9999,-9999,NULL,BARTON,"I-91, MM 159 NB, N OF BARTON EXIT"
FW,-72.46406599,43.78389365,2274,Moose,NULL,NULL,6/5/03,-9999,NULL,-9999,-9999,-9999,NULL,WARREN'S GOR,"Rt 114 Warren Gore, Just S of Snowmobile Crossing"
FW,-72.4642691,44.26903741,2114,Moose,NULL,NULL,1/1/02,-9999,NULL,-9999,-9999,-9999,NULL,BRUNSWICK,ROUTE 105 NEAR BLOOMFIELD TOWN LINE
FW,-72.46450432,44.74178781,2675,Moose,NULL,NULL,11/23/94,-9999,NULL,-9999,-9999,-9999,NULL,CANAAN,TOP OF COLE HILL ON RT 114
FW,-72.46641316,44.74014849,1871,Bear,NULL,NULL,7/31/96,-9999,NULL,-9999,-9999,-9999,NULL,Morgan,"Rte 111, 4.5 mi E of Morgan Center"
FW,-72.46666783,44.73993079,1160,Moose,NULL,NULL,8/8/98,-9999,NULL,-9999,-9999,-9999,NULL,MORGAN,Rt 114 .8 mi south of underpass
FW,-72.46706661,44.73941346,1872,Bear,NULL,NULL,5/28/95,-9999,NULL,-9999,-9999,-9999,NULL,Sheffield,"I-91, mm 149/85, NB"
AOT,-72.46758454,43.17942616,371,Other,Other,dead coyote.,2/20/04,1314,VT 103,103,0.42,0.42,V103-1314,ROCKINGHAM,NULL
FW,-72.46793386,44.73879502,1158,Moose,NULL,NULL,5/2/97,-9999,NULL,-9999,-9999,-9999,NULL,MORGAN,0.75-1 mi S Underpass rt 114 in lick
AOT,-72.46879452,43.46774347,717,Other,Other,Skunk,10/13/05,1422,VT 44,44,4.2,4.2,V044-1422,WEST WINDSOR,NULL
FW,-72.4690271,43.04050644,2859,Moose,NULL,NULL,6/6/84,-9999,NULL,-9999,-9999,-9999,NULL,BELVIDERE,BOG - RT 118
FW,-72.4692779,43.07010085,2217,Moose,NULL,NULL,8/22/02,-9999,NULL,-9999,-9999,-9999,NULL,WESTFIELD,"Rte 242, 5 Mi E. of Montgomery"
AOT,-72.46932109,44.97399021,2010,Deer RK UN,"Deer, RoadKill, Unknown",hit in the a.m.,2/20/04,1114,VT 30,30,6.2,6.2,V030-1114,PAWLET,NULL
FW,-72.46983216,44.73667283,1868,Bear,NULL,NULL,5/15/96,-9999,NULL,-9999,-9999,-9999,NULL,Coventry,"Rte 5 , 2 mi S of Newport"
FW,-72.46995393,43.03188976,2216,Moose,NULL,NULL,4/11/03,-9999,NULL,-9999,-9999,-9999,NULL,MONTGOMERY,VT Rt 118   1 Mi. south of Montgomery
FW,-72.47062131,44.97495081,2389,Moose,NULL,NULL,5/31/96,-9999,NULL,-9999,-9999,-9999,NULL,BURKE,Rte #114  .1 mile North of East Burke Village
FW,-72.47090843,44.59557186,1300,Moose,NULL,NULL,12/25/99,-9999,NULL,-9999,-9999,-9999,NULL,WORCESTER,RT 12 WORCESTER VT 3 MI. N. OF VILLAGE
FW,-72.47134364,44.59547999,2568,Moose,NULL,NULL,5/7/99,-9999,NULL,-9999,-9999,-9999,NULL,RICHMOND,I-89 MM 76
FW,-72.47143283,44.5951807,2866,Moose,NULL,NULL,5/25/01,-9999,NULL,-9999,-9999,-9999,NULL,EDEN,"RTE 100, LAKE EDEN"
FW,-72.47154443,43.01279092,1240,Moose,NULL,NULL,5/13/98,-9999,NULL,-9999,-9999,-9999,NULL,MIDDLESEX,I 89 mm 56/55
FW,-72.47258848,43.01548235,2207,Moose,NULL,NULL,5/8/02,-9999,NULL,-9999,-9999,-9999,NULL,LUNENBURG,Rt 2   1 miles south of Lunenburg
FW,-72.47302047,43.01985002,2719,Moose,NULL,NULL,2/27/93,-9999,NULL,-9999,-9999,-9999,NULL,FERDINAND,Rt. 105 just West of Wenlock Crossing
FW,-72.474359,43.13217947,2210,Moose,NULL,NULL,6/13/02,-9999,NULL,-9999,-9999,-9999,NULL,LYNDON,Rte 114 Lyndon-Burke town line
FW,-72.47488512,44.97691975,2390,Moose,NULL,NULL,5/19/98,-9999,NULL,-9999,-9999,-9999,NULL,BURKE,Rt. 114 0.5 mi. n. of East Burke village
FW,-72.47642902,43.78173727,2275,Moose,NULL,NULL,8/6/03,-9999,NULL,-9999,-9999,-9999,NULL,WARREN'S GOR,"Warren Gore Rte 114, S of Snowmobile crossing"
FW,-72.47864722,44.41557971,2883,Moose,NULL,NULL,7/12/00,-9999,NULL,-9999,-9999,-9999,NULL,ELMORE,RT 12 4/10 NORTH OF WORCESTER TOWN LINE
FW,-72.48084207,44.57109989,1906,Bear,NULL,NULL,10/31/95,-9999,NULL,-9999,-9999,-9999,NULL,DUMMERSTON,I 91 MI.18
AOT,-72.48230274,44.1827232,812,Deer RK UN,"Deer, RoadKill, Unknown",NULL,3/27/05,1202,US 302,302,0.2,0.2,U302-1202,BARRE TOWN,NULL
FW,-72.48283168,43.78289246,2266,Moose,NULL,NULL,6/29/02,-9999,NULL,-9999,-9999,-9999,NULL,VERNON,"Franklin Rd., 1/2 mile from route 5"
AOT,-72.48380004,44.18458335,879,Deer RK UN,"Deer, RoadKill, Unknown",NULL,3/11/05,1202,US 302,302,0.057,0.057,U302-1202,BARRE TOWN,NULL
FW,-72.48517028,43.63862912,2286,Moose,NULL,NULL,8/1/02,-9999,NULL,-9999,-9999,-9999,NULL,WHEELOCK,Ramsey 4 Corners
AOT,-72.48618365,43.46052227,627,Deer RK AB,"Deer, RoadKill, Adult Buck",NULL,12/6/04,1422,VT 44,44,3.1,3.1,V044-1422,WEST WINDSOR,NULL
AOT,-72.48656938,44.2715329,940,Deer,Deer,NULL,6/16/04,1207,VT 14,14,2.5,2.5,V014-1207,EAST MONTPEL,NULL
FW,-72.48711467,44.79636775,2588,Moose,NULL,NULL,6/18/96,-9999,NULL,-9999,-9999,-9999,NULL,AVERILL,Vt Route 114   'Old Fields Flat'
AOT,-72.48755104,44.26191366,929,Deer,Deer,"1/1/2004 Found on pavement, just north of village store (in front of backstop to the ballfield) Game Warden responded 6AM.",6/16/04,1207,VT 14,14,2,2,V014-1207,EAST MONTPEL,NULL
FW,-72.48926835,44.98194219,2809,Moose,NULL,NULL,8/30/94,-9999,NULL,-9999,-9999,-9999,NULL,NORTON,RT 114 4 MILES SOUTH OF US CUSTOMS OFFICE
AOT,-72.48936653,44.23992545,741,Deer RK AD,"Deer, RoadKill, Adult Doe",NULL,4/18/05,1207,VT 14,14,0.315,0.315,V014-1207,EAST MONTPEL,NULL
AOT,-72.48953281,44.24330607,287,Beaver,Beaver,NULL,4/21/05,1207,VT 14,14,0.55,0.55,V014-1207,EAST MONTPEL,NULL
AOT,-72.48953281,44.24330607,965,Beaver,Beaver,NULL,11/8/04,1207,VT 14,14,0.55,0.55,V014-1207,EAST MONTPEL,NULL
AOT,-72.48964165,44.24302601,544,Deer RK AD,"Deer, RoadKill, Adult Doe",Hit by a car.,8/17/04,1207,VT 14,14,0.53,0.53,V014-1207,EAST MONTPEL,NULL
FW,-72.4910354,44.17651597,2600,Moose,NULL,NULL,5/13/94,-9999,NULL,-9999,-9999,-9999,NULL,BLOOMFIELD,0.5-0.75 miles west of village
FW,-72.49419282,44.18243832,2763,Moose,NULL,NULL,5/31/87,-9999,NULL,-9999,-9999,-9999,NULL,LUNENBURG,STATE HWY 2 .5M E OF TOWN HWY 25
FW,-72.49548853,44.69510584,2529,Moose,NULL,NULL,8/25/86,-9999,NULL,-9999,-9999,-9999,NULL,BOLTON,I 89 MM 73
AOT,-72.49865552,44.18535777,816,Deer RK AB,"Deer, RoadKill, Adult Buck",This one has been there for sometime.,4/19/05,1201,VT 14,14,0.32,0.32,V014-1201,BARRE CITY,NULL
FW,-72.49932016,43.79025127,2263,Moose,NULL,NULL,8/30/99,-9999,NULL,-9999,-9999,-9999,NULL,SWANTON,1st CREEK
FW,-72.49968149,43.31185844,2872,Moose,NULL,NULL,6/21/96,-9999,NULL,-9999,-9999,-9999,NULL,EDEN,RT 100 Eden Notch
FW,-72.5002622,43.7906067,2641,Moose,NULL,NULL,9/27/96,-9999,NULL,-9999,-9999,-9999,NULL,BRUNSWICK,Rt. 105 bottom of hill eastside Bear Mtn.
FW,-72.50036259,43.79060256,2261,Moose,NULL,NULL,7/8/03,-9999,NULL,-9999,-9999,-9999,NULL,SUNDERLAND,"VT Rt 7, 1.5 Mi N of Exit 3"
FW,-72.50106907,43.7912686,2265,Moose,NULL,NULL,4/9/98,-9999,NULL,-9999,-9999,-9999,NULL,VERNON,Franklin Rd .5 mi from Guilford
FW,-72.50154561,44.25803225,2358,Moose,NULL,NULL,9/13/99,-9999,NULL,-9999,-9999,-9999,NULL,READSBORO,RTE 100 0.25 MI W. READSBORO FALLS
FW,-72.50419845,44.72420924,1866,Bear,NULL,NULL,8/23/99,-9999,NULL,-9999,-9999,-9999,NULL,Derby,"I-91 SB, mm 169/75"
FW,-72.50699771,44.72227376,1867,Bear,NULL,NULL,10/30/97,-9999,NULL,-9999,-9999,-9999,NULL,Lyndon,"TH #2, 1/2 mi E of jct w/ TH #6"
FW,-72.5086882,42.9850941,2209,Moose,NULL,NULL,10/14/02,-9999,NULL,-9999,-9999,-9999,NULL,WHEELOCK,I-91 NB MM144
FW,-72.51271051,44.51036004,1162,Moose,NULL,NULL,11/27/98,-9999,NULL,-9999,-9999,-9999,NULL,MORGAN,RT 114 Morgan S. of underpass
AOT,-72.51297156,44.57363722,799,Beaver,Beaver,Dead beside the road. Ran over.,4/23/04,810,VT 15,15,0.8,0.8,V015-0810,WOLCOTT,NULL
FW,-72.51322181,43.38746025,1310,Moose,NULL,NULL,5/29/98,-9999,NULL,-9999,-9999,-9999,NULL,DUMMERSTON,I-91 MM 15 NBL
FW,-72.51326251,43.38335848,1081,Moose,NULL,NULL,6/21/00,-9999,NULL,-9999,-9999,-9999,NULL,CHARLESTON,HUDSON RD. .8 E OF RT5A
AOT,-72.51359424,44.24238317,888,Beaver,Beaver,NULL,4/26/05,1207,US 2,2,0.24,0.24,U002-1207,EAST MONTPEL,NULL
AOT,-72.51439648,44.24234788,986,Deer RK AD,"Deer, RoadKill, Adult Doe",NULL,3/11/04,1207,US 2,2,0.2,0.2,U002-1207,EAST MONTPEL,NULL
AOT,-72.51455091,43.58563596,742,Deer RK AD,"Deer, RoadKill, Adult Doe",NULL,5/5/05,1424,VT 106,106,4.5,4.5,V106-1424,WOODSTOCK,NULL
AOT,-72.51459453,44.24232302,10,Beaver,Beaver,NULL,4/22/05,1207,US 2,2,0.19,0.19,U002-1207,EAST MONTPEL,NULL
FW,-72.51479095,44.24229275,1065,Moose,NULL,NULL,6/8/00,-9999,NULL,-9999,-9999,-9999,NULL,WILLIAMSTOWN,I 89 NB MM 41/75
AOT,-72.51483075,43.58161757,666,Deer RK AD,"Deer, RoadKill, Adult Doe",doe  with  fawns,6/28/05,1424,VT 106,106,4.2,4.2,V106-1424,WOODSTOCK,NULL
AOT,-72.51517562,44.17290975,21,Deer RK AD,"Deer, RoadKill, Adult Doe",Deer dead,6/14/04,1202,VT 63,63,2.5,2.5,V063-1202,BARRE TOWN,NULL
AOT,-72.51517562,44.17290975,426,Other,Other,Fox roadkill,8/23/04,1202,VT 63,63,2.5,2.5,V063-1202,BARRE TOWN,NULL
FW,-72.51535395,44.52075377,2369,Moose,NULL,NULL,5/25/01,-9999,NULL,-9999,-9999,-9999,NULL,WINHALL,JCT RTE 30 & OLD TOWN RD
FW,-72.51548645,44.52091961,1893,Bear,NULL,NULL,9/5/00,-9999,NULL,-9999,-9999,-9999,NULL,BROOKFIELD,RT 12 -- 1/2 MILE S OF BAKER'S POND
AOT,-72.51693609,44.24168352,831,Beaver,Beaver,NULL,5/5/05,1207,US 2,2,0.065,0.065,U002-1207,EAST MONTPEL,NULL
AOT,-72.51803,43.45771046,58,Other,Other,Skunk,9/26/05,1422,VT 44,44,1.1,1.1,V044-1422,WEST WINDSOR,NULL
FW,-72.5188625,44.75896743,2648,Moose,NULL,NULL,1/11/02,-9999,NULL,-9999,-9999,-9999,NULL,CANAAN,"RTE 102, JUST N OF LEMINGTON"
FW,-72.51896575,44.89757132,1217,Moose,NULL,NULL,5/20/97,-9999,NULL,-9999,-9999,-9999,NULL,CABOT,US route 2 1/4 mi E of Jct. w town rd 56
FW,-72.51979653,44.24067994,2293,Moose,NULL,NULL,6/24/02,-9999,NULL,-9999,-9999,-9999,NULL,WILMINGTON,"Rt. 9, at Wilmington / Searsburg line"
FW,-72.520157,44.76806972,2400,Moose,NULL,NULL,10/13/00,-9999,NULL,-9999,-9999,-9999,NULL,GROTON,"RT 302, MARKER 0040 W. GROTON"
AOT,-72.52028164,43.46013506,539,Deer RK AD,"Deer, RoadKill, Adult Doe",NULL,3/19/04,1422,VT 44,44,0.9,0.9,V044-1422,WEST WINDSOR,NULL
FW,-72.52052494,44.49338182,1894,Bear,NULL,NULL,7/12/03,-9999,NULL,-9999,-9999,-9999,NULL,BROOKFIELD,I-89 NG MM 35/50
FW,-72.52101419,43.81191914,1246,Moose,NULL,NULL,9/6/99,-9999,NULL,-9999,-9999,-9999,NULL,MIDDLESEX,"I-89 MM 60, SB LANE"
FW,-72.52115042,44.49259794,1897,Bear,NULL,NULL,7/1/95,-9999,NULL,-9999,-9999,-9999,NULL,CAMBRIDGE,RT 108 SMUGGLERS FORGE QUILTS
FW,-72.52225061,44.53938263,2655,Moose,NULL,NULL,6/21/89,-9999,NULL,-9999,-9999,-9999,NULL,CANAAN,RT 114 TOP OF COLE HILL
FW,-72.52265161,42.96820202,2208,Moose,NULL,NULL,10/10/02,-9999,NULL,-9999,-9999,-9999,NULL,LUNENBURG,"Lunenburg, Rt. @, by fire station"
FW,-72.52301513,44.48951032,1885,Bear,NULL,NULL,5/20/03,-9999,NULL,-9999,-9999,-9999,NULL,STOCKBRIDGE,RTE 107 BRIDGE #6 MM 1419/0160
FW,-72.5239692,42.9643837,2796,Moose,NULL,NULL,5/10/00,-9999,NULL,-9999,-9999,-9999,NULL,NORTON,RT 114 NORTON N END OF LAKE
FW,-72.52584813,44.48551521,1886,Bear,NULL,NULL,9/17/02,-9999,NULL,-9999,-9999,-9999,NULL,BLOOMFIELD,"VT RT 105 WB, 500' W EAST BR. RD"
FW,-72.52613266,44.48504178,2368,Moose,NULL,NULL,10/28/96,-9999,NULL,-9999,-9999,-9999,NULL,WINHALL,Rt. 11 0.25 mi. e. Jct 11 & 30 mm 0110-0216-0340
FW,-72.52648275,44.48445106,1884,Bear,NULL,NULL,9/15/95,-9999,NULL,-9999,-9999,-9999,NULL,BETHEL,"RT 107, .5 MI EAST JCT 12S"
FW,-72.52675952,44.97384407,1195,Moose,NULL,NULL,1/26/99,-9999,NULL,-9999,-9999,-9999,NULL,PITTSFIELD,Rt 100 by Colton's Guest House
AOT,-72.52720894,43.46826763,558,Other,Other,Coon,10/22/04,1422,VT 44,44,0.2,0.2,V044-1422,WEST WINDSOR,NULL
FW,-72.52732609,42.92621931,2200,Moose,NULL,NULL,6/7/03,-9999,NULL,-9999,-9999,-9999,NULL,LOWELL,1 Mi S of Lowell Rt 100
FW,-72.52755752,44.48165683,1890,Bear,NULL,NULL,11/7/03,-9999,NULL,-9999,-9999,-9999,NULL,BRIDGEWATER,RT 4 EAST OF SEVERANCE FURS
FW,-72.52768809,44.31790676,2551,Moose,NULL,NULL,7/9/01,-9999,NULL,-9999,-9999,-9999,NULL,ESSEX,RIVER RD AND RTE 289 INTERSECTION
FW,-72.52794371,44.31345408,2798,Moose,NULL,NULL,9/2/88,-9999,NULL,-9999,-9999,-9999,NULL,NORTON,LICK - N END OF NORTON LAKE
FW,-72.52809575,42.93058641,2199,Moose,NULL,NULL,9/1/99,-9999,NULL,-9999,-9999,-9999,NULL,LEMINGTON,TODD HILL AT THE DAVID LEWIS RESIDENCE
FW,-72.52838359,44.48024983,1899,Bear,NULL,NULL,10/8/00,-9999,NULL,-9999,-9999,-9999,NULL,COVENTRY,RTE 14   2 MILES N OF COVENTRY
FW,-72.52894033,44.47899247,2363,Moose,NULL,NULL,6/7/96,-9999,NULL,-9999,-9999,-9999,NULL,SHAFTSBURY,Rte 7 highest elevation
FW,-72.52993321,44.47674027,2367,Moose,NULL,NULL,5/12/99,-9999,NULL,-9999,-9999,-9999,NULL,SUNDERLAND,Rt 7 Kesick Swamp WMA
FW,-72.53030523,44.47594525,1877,Bear,NULL,NULL,5/23/01,-9999,NULL,-9999,-9999,-9999,NULL,Burke,"Rte 5, 1 mi S of W Burke Hill"
FW,-72.53060437,44.47472583,1887,Bear,NULL,NULL,10/13/01,-9999,NULL,-9999,-9999,-9999,NULL,BOLTON,I-89 @ MM 71S
FW,-72.53062503,44.47433831,1900,Bear,NULL,NULL,9/26/02,-9999,NULL,-9999,-9999,-9999,NULL,GREENSBORO,1/4 MI S OF CRAFTSBURY   ROUTE 14
AOT,-72.53067824,44.47442316,312,Moose,Moose,Bull in velvet.,5/17/04,804,VT 12,12,1.9,1.9,V012-0804,ELMORE,NULL
FW,-72.53083698,44.47321674,2361,Moose,NULL,NULL,5/12/01,-9999,NULL,-9999,-9999,-9999,NULL,SEARSBURG,"RTE 9, E OF RTE 8"
FW,-72.53153871,43.82262005,2264,Moose,NULL,NULL,9/19/01,-9999,NULL,-9999,-9999,-9999,NULL,TROY,JUST N OF CARTER RD ON LOOP RD
